wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
44,1,0,26,166,428,9,0,2,0.880620155,2361,1,7,0,0.141649049,0,0,52.31818182,11,2.0909,6
6,1,0,2,22,0,0,0,5,0.666666667,161,1,1,0,0.444444444,0,0,25.33333333,8,2,0
5,4,0,4,37,6,1,0,1,0.5,203,1,0,0.911764706,0.666666667,2,2,39.4,1,0.6,0
24,1,0,0,24,276,0,0,24,2,24,0,0,0,0.358333333,0,0,0,1,1,0
2,2,0,4,10,1,1,0,2,2,45,0,0,0.916666667,0.666666667,1,1,21.5,1,0.5,0
6,3,0,4,45,0,0,0,4,0.2,379,1,0,0.827586207,0.625,2,5,61.16666667,1,0.8333,0
5,3,2,0,8,4,0,0,5,0.5,31,1,0,0.944444444,0.6,0,0,5,1,0.2,0
9,1,0,0,17,30,0,0,7,0.875,98,1,3,0,0.288888889,0,0,9.555555556,12,2.1111,0
3,2,0,5,12,1,1,0,3,0,259,1,0,0.666666667,0.555555556,1,1,85,1,0.3333,0
2,3,0,4,4,1,1,0,2,2,13,0,0,0.975,0.666666667,0,0,5.5,1,0.5,0
8,2,0,4,23,16,1,0,8,0.428571429,166,1,0,0.733333333,0.46875,1,1,19.375,1,0.5,0
38,2,0,14,144,521,0,0,26,0.895135135,2014,1,3,0.357142857,0.155405405,0,0,51.34210526,31,3.5526,0
14,5,0,2,34,29,0,0,14,0.769230769,263,1,0,0.839506173,0.476190476,1,1,17.35714286,1,0.9286,0
42,3,0,4,67,697,2,0,33,0.282229965,655,0.857142857,1,0.512820513,0.166297118,2,4,14.42857143,4,1.0238,0
4,2,0,19,76,0,1,0,1,0.5,640,1,1,0.875,0.666666667,1,1,158.5,5,1.5,1
5,1,0,23,9,0,19,0,5,0.375,183,1,2,0,0.4,0,0,35.2,6,2.2,0
8,1,0,3,15,4,3,0,7,0.5,84,1,0,0,0.5,0,0,9.25,4,1.75,0
8,2,0,16,65,16,1,0,2,0.857142857,408,1,1,0.769230769,0.428571429,0,0,49.625,10,3.25,0
5,3,0,12,26,10,0,0,5,1.25,142,1,0,0.923076923,0.4,1,3,27.2,1,0.8,1
20,1,0,15,89,60,6,0,17,0.796052632,826,1,5,0,0.133333333,0,0,39.5,10,1.6,1
1,1,0,20,1,0,19,0,1,2,1,0,0,0,1,0,0,0,1,1,0
5,2,0,14,45,8,0,0,3,1,263,1,1,0.869565217,0.4,0,0,51.2,3,1,1
71,1,4,34,174,1809,14,0,62,0.917857143,1902,1,8,0,0.069387755,0,0,25.3943662,9,2.2254,0
6,1,0,2,18,9,1,0,4,0.7,1355,0.5,1,0,0.25,0,0,224.5,15,4.1667,0
4,3,0,16,46,4,0,0,3,0.888888889,283,0.666666667,0,0.96,0.5,1,3,69,1,0.5,0
5,1,0,0,7,8,0,0,4,0.75,23,0,1,0,0.75,0,0,3.4,1,0.6,0
9,1,0,9,20,12,5,0,4,0.696428571,169,1,1,0,0.444444444,0,0,17,5,1.3333,0
11,5,0,3,32,17,0,0,10,0.75,249,1,0,0.908256881,0.327272727,1,1,21.27272727,1,0.9091,0
6,2,0,9,13,0,8,0,6,0.4,100,1,0,0.705882353,0.666666667,0,0,15.33333333,5,1.5,0
4,1,0,8,6,0,7,0,3,0.333333333,24,1,1,0,0.333333333,0,0,4.75,2,1,0
34,1,0,66,34,561,62,0,34,1.03030303,40,0,0,0,0.109243697,0,0,0,1,1,0
5,3,0,5,10,0,2,0,5,2,38,0,0,0.906976744,0.55,0,0,6.6,1,0.8,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.975609756,0.666666667,0,0,11,1,0.5,0
2,1,4,8,3,1,6,0,1,2,5,0,0,0,0.75,0,0,1.5,1,0.5,0
7,1,2,12,9,0,12,0,7,0.25,65,1,0,0,0.523809524,0,0,8,1,0.5714,0
9,1,0,6,23,10,2,0,8,0.791666667,132,1,4,0,0.325,0,0,13,2,1,0
6,2,0,3,27,13,1,0,6,0.4,139,1,0,0.846153846,0.4,1,1,21.83333333,1,0.3333,0
2,5,0,2,5,1,0,0,2,2,11,0,0,0.985507246,1,1,1,4.5,1,0.5,0
15,2,0,10,61,63,0,0,13,0.785714286,488,1,1,0.759259259,0.714285714,0,0,31.33333333,3,1.4667,0
1,1,0,3,1,0,3,0,0,2,171,0,0,0,0,0,0,136,0,0,0
10,1,0,5,15,27,5,0,9,0.777777778,101,0,1,0,0.240740741,0,0,8.8,1,0.8,0
1,3,0,1,2,0,0,0,1,2,4,0,0,1,1,0,0,3,0,0,0
11,3,0,4,27,11,1,0,10,0.583333333,169,1,3,0.4,0.174242424,1,1,13.81818182,3,1,0
2,2,0,3,4,1,0,0,1,2,9,0,0,0.666666667,1,0,0,3.5,1,0.5,0
2,1,0,5,16,0,1,0,1,0,78,1,0,0,0.75,0,0,37.5,1,0.5,0
5,1,0,3,27,10,1,0,4,1.25,237,1,0,0,0.375,0,0,46,6,3,0
28,2,2,0,29,374,0,0,27,1.007407407,48,0.4,0,0.325,0.171428571,0,0,0.535714286,1,0.9643,0
3,2,0,2,6,3,2,0,3,1.5,31,0,0,0.9375,0.666666667,0,0,9,3,1,0
60,2,0,16,163,1204,2,0,55,0.90440678,1551,0.52,2,0.292682927,0.111864407,1,1,24.43333333,13,1.4667,0
3,3,0,0,4,0,0,0,3,0.5,22,1,0,0.666666667,0.466666667,0,0,5.666666667,1,0.6667,0
69,1,0,12,158,0,5,0,62,0.893137255,1383,0.866666667,3,0,0.18729097,0,0,18.82608696,18,1.5942,0
10,1,0,26,128,23,1,0,3,0.888888889,1066,0.833333333,2,0,0.296296296,0,0,105,22,4.1,3
10,2,0,4,27,3,1,0,10,0.4,245,1,1,0.733333333,0.4,1,2,23,3,0.6,0
4,1,0,6,4,6,5,0,4,2,4,0,0,0,0.45,0,0,0,1,1,0
16,1,0,5,36,62,5,0,15,0.693333333,349,1,1,0,0.375,0,0,20.5,8,2,0
20,1,0,17,59,22,2,0,17,0.664473684,585,1,5,0,0.368421053,0,0,27.85,11,2.5,1
8,2,0,0,20,0,0,0,8,0,223,1,1,0.5,0.65625,0,0,26.625,5,1.625,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.975609756,0.666666667,0,0,11,1,0.5,0
2,1,0,2,4,1,2,0,1,1.875,20,0,0,0,1,0,0,5,0,0,0
1,5,0,2,7,0,2,0,1,2,17,0,0,1,1,0,0,16,0,0,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
3,3,0,4,9,3,1,0,3,2,63,0,0,0.951219512,0.666666667,0,0,20,1,0.6667,0
23,2,0,18,83,137,3,0,14,0.835227273,845,1,2,0.487804878,0.2,1,1,35.39130435,8,2.3043,1
3,1,0,3,13,3,1,0,2,1.5,106,1,0,0,0.533333333,0,0,33.66666667,6,3.3333,1
5,1,0,7,17,0,0,0,2,0.416666667,79,1,2,0,0.625,0,0,14.2,3,1.4,0
4,1,0,5,52,0,0,0,4,0.333333333,307,1,1,0,0.4,0,0,74.25,1,0.75,0
12,1,1,5,19,0,4,0,12,0.636363636,268,0.5,1,0,0.638888889,0,0,21,4,2.0833,0
18,1,0,3,21,73,2,0,18,0.836601307,152,0.666666667,1,0,0.277777778,0,0,6.944444444,2,1.0556,0
4,1,0,1,4,6,1,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
18,1,2,0,35,0,0,0,18,0,111,1,1,0,0.277777778,0,0,5.111111111,2,1,0
8,1,0,12,8,28,10,0,8,2,8,0,0,0,0.5,0,0,0,1,1,0
62,1,0,40,133,329,14,0,6,0.613114754,3133,0.8,0,0,0.05702067,0,0,49.4516129,4,1.0645,0
12,1,0,2,21,0,2,0,12,0.836363636,304,0.4,0,0,0.458333333,0,0,23.91666667,7,1.3333,0
4,1,0,6,11,6,1,0,2,2,166,0,0,0,0.55,0,0,40.5,2,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
39,3,0,1,78,0,0,0,35,0.763157895,560,1,1,0.449275362,0.131868132,1,1,13.17948718,8,1.8462,1
14,3,0,4,29,11,1,0,14,0.692307692,149,1,0,0.428571429,0.255102041,1,1,9.428571429,6,1.6429,0
8,2,0,4,23,16,1,0,8,0.428571429,165,1,0,0.733333333,0.46875,1,1,19.25,1,0.5,0
22,1,15,33,50,189,19,0,21,0.933333333,376,1,3,0,0.174603175,0,0,15.63636364,2,1,0
4,1,0,3,30,0,0,0,2,0.611111111,368,1,0,0,0.333333333,0,0,89.5,15,4,0
10,1,3,0,15,35,0,0,10,0.851851852,66,1,0,0,0.3,0,0,5.3,2,1,0
46,1,0,41,210,777,1,0,33,0.912345679,2793,1,8,0,0.115277778,0,0,58.93478261,44,4.6304,1
13,1,28,40,14,56,40,0,13,0.75,65,1,1,0,0.423076923,0,0,3.846153846,1,0.8462,0
252,2,0,63,511,29258,17,0,231,0.980867738,7956,1,12,0.21630094,0.054354013,2,19,30.21031746,17,2.0238,2
2,2,0,2,4,0,1,0,2,0,21,1,0,0.916666667,0.666666667,0,0,9,1,0.5,0
13,1,1,0,23,72,0,0,13,0.416666667,78,1,1,0,0.256410256,0,0,4.923076923,1,0.9231,0
19,1,0,2,28,111,1,0,19,0.875,173,1,1,0,0.263157895,0,0,7.684210526,2,1.0526,1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
9,1,0,3,21,22,2,0,7,0.913461538,205,0.692307692,1,0,0.1875,0,0,20.33333333,3,1.1111,0
6,5,0,2,14,0,0,0,6,0.4,77,1,0,0.931506849,0.666666667,2,2,11.5,1,0.8333,0
31,1,0,3,59,283,0,0,31,0.904545455,518,0.045454545,14,0,0.264516129,0,0,15,3,1.0645,0
3,1,0,5,18,3,1,0,2,2,104,0,0,0,0.5,0,0,33.66666667,4,1.6667,0
12,3,0,19,114,42,0,0,5,0.848484848,811,1,0,0.827586207,0.409090909,1,3,66.33333333,5,1.3333,1
30,2,0,48,180,263,1,0,17,0.845648604,2215,1,8,0.377777778,0.150862069,1,2,72.13333333,4,1.1667,0
9,1,0,8,37,34,6,0,5,0.75,336,1,0,0,0.225,0,0,36,4,1.5556,0
30,5,0,2,46,283,0,0,28,0.857142857,490,1,0,0.701030928,0.286666667,1,1,14.86666667,20,1.9,0
74,1,0,31,142,2349,16,0,71,0.923679061,1303,0.971428571,8,0,0.133250311,0,0,16.13513514,8,1.2297,0
10,2,0,3,25,0,1,0,10,0.864197531,466,0.444444444,0,0.555555556,0.316666667,1,2,44.7,1,0.8,0
14,1,0,18,14,91,18,0,14,2,14,0,0,0,0.571428571,0,0,0,1,1,0
7,5,0,2,37,15,0,0,5,0.833333333,259,1,0,0.942857143,0.4,1,1,35.71428571,12,2.8571,0
11,1,0,2,74,27,0,0,7,0.7,772,1,1,0,0.257142857,0,0,68.27272727,6,1.5455,0
8,1,0,6,13,26,2,0,7,1,34,1,1,0,0.392857143,0,0,3,1,0.75,0
8,1,0,7,60,12,1,0,3,0.571428571,522,1,1,0,0.183673469,0,0,63.75,11,2.875,0
35,1,0,30,118,0,0,0,6,0.544117647,1756,1,0,0,0.120915033,0,0,49.11428571,11,1.6571,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
32,4,0,1,63,478,1,0,29,0.387096774,223,1,0,0.62962963,0.139784946,2,9,5.875,2,1,0
31,2,0,3,63,313,0,0,27,0.871428571,912,0.785714286,0,0.452830189,0.286666667,0,0,27.96774194,3,1.129,0
17,2,2,0,21,136,0,0,17,1.0625,60,0,0,0.483870968,0.189542484,0,0,1.764705882,1,0.9412,0
5,1,0,30,5,10,28,0,5,2,5,0,0,0,0.4,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,4,0,0,0,0.75,0,0,0,1,1,0
8,2,0,12,35,20,1,0,3,0.928571429,245,1,2,0.769230769,0.380952381,0,0,29.125,1,0.75,2
4,5,0,2,10,0,0,0,4,0,39,1,0,0.957746479,0.625,1,1,8.5,1,0.75,0
1,6,0,2,7,0,2,0,1,2,17,0,0,1,1,0,0,16,0,0,0
7,1,0,13,55,3,5,0,3,0.537037037,724,1,2,0,0.371428571,0,0,101.1428571,11,2.5714,0
10,1,0,3,15,3,3,0,10,0.666666667,108,1,0,0,0.466666667,0,0,9.4,2,1,0
4,1,0,2,9,0,0,0,2,0.25,91,0,1,0,0.5,0,0,20.75,5,2,0
4,2,0,3,20,6,3,0,4,1.333333333,146,0,0,0.882352941,0.75,0,0,34.5,3,1.25,0
2,1,0,3,2,1,2,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
14,1,0,3,15,91,1,0,14,1.076923077,135,0,0,0,0.153061224,0,0,0.214285714,1,0.9286,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.975609756,0.666666667,0,0,11,1,0.5,0
4,1,0,5,15,0,1,0,4,0.5,102,1,2,0,0.4375,0,0,24,6,2,0
38,1,0,26,113,637,21,0,36,0.848648649,2141,0.2,0,0,0.135135135,0,0,55.21052632,19,3.8158,0
39,3,1,10,194,575,2,0,3,0.883223684,3271,1,3,0.393442623,0.191950464,2,5,82.46153846,16,2.6154,2
5,1,0,5,21,10,1,0,4,2,129,0,0,0,0.52,0,0,24.8,1,0.8,0
8,5,0,2,16,0,0,0,8,0.571428571,103,1,0,0.906666667,0.6875,2,2,11.5,1,0.875,0
36,2,0,12,81,142,4,0,31,0.812030075,675,0.736842105,5,0.276595745,0.182098765,1,2,17.22222222,3,1.0833,0
1,1,0,0,2,0,0,0,1,2,14,0,0,0,1,0,0,3,0,0,0
10,2,0,0,43,33,0,0,8,0.666666667,289,1,0,0.466666667,0.48,1,1,27.8,6,2,0
15,1,0,51,29,0,50,0,12,0.62987013,401,0.545454545,2,0,0.233333333,0,0,25,7,1.4667,0
19,1,0,2,34,0,2,0,19,0,115,1,1,0,0.263157895,0,0,5,1,0.8947,0
3,3,0,3,10,0,3,0,2,0,59,1,0,0.974025974,0.466666667,1,1,18.33333333,1,0.6667,0
14,3,0,2,28,0,1,0,11,0.788461538,257,1,1,0.657142857,0.292307692,2,5,17.07142857,1,0.8571,0
2,4,0,4,6,1,1,0,2,2,25,0,0,0.975609756,0.666666667,1,1,11.5,1,0.5,0
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6,1,0,1,11,1,1,0,5,1.070588235,308,0.235294118,0,0,0.444444444,0,0,47.5,28,7,0
2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
33,2,0,5,44,418,0,0,29,0.888392857,434,1,0,0.219512195,0.696969697,0,0,11.72727273,28,1.9697,0
119,1,0,8,121,6959,1,0,118,0.978813559,398,1,2,0,0.086241276,0,0,2.277310924,1,0.9748,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
1,2,0,4,5,0,0,0,1,2,19,1,0,1,1,0,0,15,0,0,0
58,1,0,20,133,0,15,0,56,0.043859649,1008,1,2,0,0.256140351,0,0,16.34482759,4,2.1034,0
2,2,0,19,44,1,3,0,1,2,410,0,0,0.933333333,0.75,2,2,204,1,0.5,0
7,1,0,4,20,9,3,0,6,0.333333333,93,1,0,0,0.428571429,0,0,12,1,0.8571,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
11,2,0,9,13,7,9,0,10,0.814285714,105,0.857142857,0,0.871428571,0.416666667,0,0,7.909090909,2,1.3636,0
4,1,0,3,10,4,0,0,3,1,43,0.5,0,0,0.533333333,0,0,9.25,1,0.5,0
6,2,0,6,19,1,0,0,5,0.8,87,1,0,0.911111111,0.7,0,0,13.33333333,1,0.6667,0
18,1,1,4,19,135,1,0,18,0.862745098,57,1,0,0,0.375,0,0,2,1,0.9444,0
19,1,0,22,41,63,20,0,17,0.5,378,0.666666667,1,0,0.357894737,0,0,18.73684211,5,1.9474,0
4,1,0,2,7,0,1,0,4,0.75,33,0.5,4,0,1,0,0,6.25,1,0.75,0
14,1,0,8,19,33,8,0,13,0.782051282,149,1,1,0,0.357142857,0,0,9.214285714,4,1.1429,0
3,2,3,0,4,3,0,0,3,2,6,0,0,0.666666667,0.666666667,0,0,1,1,0.6667,0
14,2,6,0,51,61,0,0,2,1.020979021,574,1,0,0.5,0.373626374,1,1,39.21428571,4,1.2143,1
10,2,0,10,31,33,5,0,5,0.666666667,174,1,1,0.428571429,0.344444444,0,0,15.9,3,1.6,0
4,1,0,2,5,0,0,0,4,0.333333333,18,1,1,0,0.5,0,0,3.25,1,0.75,0
3,1,0,1,11,0,1,0,3,0.166666667,67,1,0,0,0.666666667,0,0,20.33333333,3,1.6667,0
11,1,0,2,30,5,1,0,9,0.6,581,0,1,0,0.272727273,0,0,51.36363636,6,1.5455,0
21,1,0,1,22,210,0,0,21,1.05,47,0,0,0,0.306122449,0,0,0.142857143,1,0.9524,0
6,1,0,11,7,15,10,0,5,1.16,79,0,1,0,0.6,0,0,11.33333333,1,0.8333,0
2,5,0,2,5,1,0,0,2,2,11,0,0,0.985507246,1,1,1,4.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
8,1,0,2,13,8,1,0,8,0.571428571,296,1,1,0,0.5625,0,0,35.625,5,3,0
81,1,0,29,110,3002,21,0,80,0.976704545,879,1,2,0,0.169472503,0,0,9.308641975,3,1.1481,0
5,2,0,8,60,8,1,0,4,1.125,555,1,1,0.869565217,0.5,0,0,109.6,2,0.8,0
31,4,0,14,176,311,2,0,2,0.968055556,4485,1,1,0.677777778,0.252777778,4,8,142.9032258,32,3.9032,2
8,2,0,4,23,16,1,0,8,0.428571429,166,1,0,0.733333333,0.46875,1,1,19.375,1,0.5,0
5,1,0,1,6,10,0,0,5,1.25,10,0,0,0,0.4,0,0,0.6,1,0.8,0
25,1,0,2,56,268,2,0,25,0.847222222,307,1,0,0,0.262857143,0,0,11.16,8,1.32,0
3,1,0,3,7,1,1,0,2,0.5,25,1,0,0,0.5,0,0,7,1,0.3333,0
26,1,0,16,89,91,7,0,24,0.772,918,1,1,0,0.246666667,0,0,33.92307692,5,1.1538,0
14,1,0,1,15,91,1,0,14,2,17,0,0,0,0.4,0,0,0.214285714,1,0.9286,0
3,1,0,5,13,0,1,0,3,0,81,0,1,0,0.555555556,0,0,25.66666667,7,2.6667,0
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,0
10,1,0,6,20,1,2,0,9,0.759259259,157,1,3,0,0.361111111,0,0,14.1,1,0.8,0
5,3,2,0,8,4,0,0,5,0.5,31,1,0,0.944444444,0.6,0,0,5,1,0.2,0
2,1,0,2,5,1,0,0,2,2,11,0,0,0,0.75,0,0,4.5,1,0.5,0
28,2,0,25,88,230,8,0,26,0.864197531,674,1,1,0.726315789,0.24691358,1,4,22.75,10,1.5,0
2,1,0,9,2,1,9,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
17,1,0,11,39,86,1,0,3,0.7578125,594,1,3,0,0.3125,0,0,33.47058824,14,3.6471,1
4,5,0,2,14,6,0,0,3,1.333333333,47,1,0,0.970588235,0.583333333,1,1,10.5,1,0.75,0
3,3,0,4,7,3,1,0,3,1.5,17,1,0,0.933333333,0.555555556,1,1,4.333333333,1,0.6667,0
5,2,0,4,10,4,3,0,5,0.583333333,56,1,1,0.333333333,0.4,0,0,9.6,1,0.8,0
6,1,0,4,18,7,1,0,3,0.833333333,104,1,1,0,0.5,0,0,15.33333333,4,1.6667,0
13,3,0,3,30,0,0,0,13,0.291666667,206,1,1,0.45,0.252747253,1,1,14.69230769,1,0.8462,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
12,1,0,2,25,0,1,0,0,0.436363636,212,1,0,0,0.395833333,0,0,16.25,3,1.3333,0
8,2,0,3,26,0,1,0,6,0.619047619,221,1,1,0.837837838,0.5,0,0,26.25,3,1.375,0
7,1,0,11,38,0,0,0,2,0.666666667,351,1,1,0,0.366666667,0,0,48.71428571,3,1.1429,0
2,1,0,1,17,1,0,0,2,2,160,0,0,0,0.6,0,0,79,1,0.5,0
2,1,0,1,10,1,0,0,2,2,54,1,0,0,0.6,0,0,25.5,1,0.5,0
42,1,0,53,104,0,49,0,39,0.76508344,1169,0.789473684,3,0,0.148558758,1,2,26.38095238,13,2.5952,0
4,5,0,2,13,0,0,0,4,0,58,1,0,0.957746479,0.625,1,1,13.25,1,0.75,0
6,3,0,1,22,15,1,0,4,1.12,184,0,0,0.85,0.5,1,1,28.83333333,14,2.8333,0
0,1,0,8,0,0,8,0,0,2,57,0,0,0,0,0,0,0,0,0,0
5,3,0,3,13,8,1,0,5,0.75,101,1,0,0.906976744,0.45,1,2,19,10,2.8,0
5,3,0,0,7,2,0,0,5,0.625,33,1,0,0.5,0.5,0,0,5.2,1,0.6,0
4,4,0,5,31,0,0,0,4,0,125,1,0,0.95,0.625,2,2,30,1,0.75,0
12,3,0,4,119,40,4,0,3,0.833333333,1190,0.666666667,0,0.705882353,0.246753247,2,4,97.66666667,1,0.8333,2
9,3,1,5,50,26,2,0,1,0.75,375,1,1,0.774193548,0.4,2,7,40.33333333,16,2.6667,0
17,1,0,0,17,136,0,0,17,1.0625,58,0,0,0,0.470588235,0,0,0,1,1,0
23,2,0,5,31,175,0,0,21,0.827272727,189,1,0,0.290322581,0.695652174,0,0,6.782608696,5,1.1304,0
6,2,0,9,33,0,0,0,5,0.8,212,1,1,0.911111111,0.7,0,0,33.66666667,3,1.6667,0
3,2,0,4,8,1,1,0,3,2,21,0,0,0.846153846,0.666666667,1,2,6,1,0.6667,0
32,2,0,11,85,296,3,0,28,0.666666667,865,1,0,0.691489362,0.193548387,1,15,25.84375,12,1.75,0
5,1,0,2,11,0,1,0,5,0,43,1,1,0,0.466666667,0,0,7.4,3,1.2,0
3,1,0,3,15,1,1,0,2,0.833333333,64,1,0,0,0.5,0,0,19.33333333,1,0.3333,0
8,1,0,1,13,4,1,0,7,0.571428571,2144,1,0,0,0.5,0,0,266.75,1,0.75,0
68,1,0,4,69,2278,1,0,68,2,170,0,0,0,0.136029412,0,0,1.5,1,0.9853,0
55,1,0,1,56,1485,1,0,54,1.018518519,329,0,0,0,0.5,0,0,3.909090909,1,0.9818,0
37,2,0,39,175,660,2,0,30,0.944444444,1350,1,0,0.539473684,0.433333333,0,0,35.40540541,4,1.1081,0
5,2,0,8,16,2,1,0,4,1.041666667,88,0.166666667,1,0.625,0.625,0,0,15.4,1,0.6,0
7,1,0,0,8,21,0,0,7,1.166666667,20,0,0,0,0.428571429,0,0,1.571428571,1,0.8571,0
38,1,0,5,54,227,1,0,7,0.776216216,3880,0.16,1,0,0.405405405,0,0,100.4473684,95,7.8947,0
10,1,0,1,11,45,0,0,10,1.111111111,19,0,0,0,0.3,0,0,0.3,1,0.9,0
3,1,0,2,5,1,1,0,2,0.5,16,0,1,0,0.555555556,0,0,4,1,0.6667,0
12,1,0,4,12,66,3,0,12,2,12,0,0,0,0.416666667,0,0,0,1,1,0
4,5,0,2,13,0,0,0,4,0,58,1,0,0.957746479,0.625,1,1,13.25,1,0.75,0
3,1,1,6,6,3,1,0,2,2,16,0,0,0,0.666666667,0,0,4.333333333,1,0.6667,0
9,1,0,8,29,10,4,0,2,0.569444444,433,0.888888889,4,0,0.303571429,0,0,46.11111111,2,0.8889,1
8,4,0,6,27,24,0,0,7,0.857142857,90,0.5,0,0.907692308,0.285714286,2,5,10,3,1,0
4,2,0,3,11,0,2,0,4,0,60,1,0,0.8,0.625,0,0,13.75,2,1,0
3,1,0,3,11,1,1,0,2,0.5,342,1,0,0,0.5,0,0,112.6666667,2,0.6667,0
6,1,0,6,17,9,6,0,5,0.6,150,1,0,0,0.2,0,0,23.5,1,0.6667,0
15,3,0,6,35,19,1,0,14,0.514285714,209,1,3,0.409090909,0.186666667,1,1,12.6,3,1,0
8,2,0,0,47,0,0,0,5,0.371428571,384,1,0,0.727272727,0.458333333,1,3,46.375,4,1.625,0
1,1,0,2,1,0,2,0,0,2,298,0,0,0,0,0,0,240,0,0,0
11,1,0,14,16,0,13,0,11,0.6,144,1,0,0,0.727272727,0,0,11.72727273,4,1.0909,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,0
15,1,0,0,24,61,0,0,15,0.818181818,257,0.909090909,0,0,0.35,0,0,15.4,3,0.9333,0
7,4,0,0,8,0,0,0,7,0.5,76,1,1,0.857142857,0.535714286,0,0,9.428571429,2,0.5714,0
4,3,0,2,8,2,2,0,4,0.666666667,33,1,1,0.921052632,0.5,0,0,6.75,1,0.75,0
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,0
13,1,0,6,15,64,6,0,12,0.869047619,390,1,0,0,0.333333333,0,0,28.46153846,1,0.8462,0
9,3,0,2,16,0,1,0,6,0.125,56,1,1,0.714285714,0.333333333,2,4,5.111111111,1,0.8889,0
7,1,0,11,35,17,3,0,2,1.055555556,484,0.166666667,1,0,0.333333333,0,0,66.42857143,34,10,0
1,1,0,16,1,0,15,0,1,2,1,0,0,0,1,0,0,0,1,1,0
26,1,0,14,76,139,2,0,12,0.765925926,2884,0.925925926,6,0,0.145604396,0,0,108.8846154,39,2.4231,0
10,3,0,10,56,25,0,0,3,0.777777778,514,1,1,0.857142857,0.333333333,1,3,49.9,19,3.5,0
5,1,0,0,6,2,0,0,5,0.75,36,1,0,0,0.4,0,0,5.4,1,0.8,0
7,1,0,0,16,0,0,0,7,0,63,1,0,0,0.571428571,0,0,7.857142857,2,1.2857,0
3,3,0,4,24,3,1,0,3,2,161,0,0,0.951219512,0.666666667,1,2,52.66666667,1,0.6667,0
7,3,1,0,11,19,0,0,6,0.833333333,34,1,1,0.869565217,0.428571429,0,0,3.714285714,1,0.8571,0
21,1,0,7,71,122,3,0,14,0.853846154,1068,1,2,0,0.166666667,0,0,49.23809524,14,3.7143,0
3,1,0,2,3,3,1,0,3,2,3,0,0,0,0.5,0,0,0,1,1,0
32,1,2,0,63,0,0,0,32,0,185,1,1,0,0.3359375,0,0,4.75,2,1,0
25,2,0,11,55,6,6,0,22,0.510416667,786,1,0,0.488888889,0.256944444,1,1,30.28,6,1.72,0
20,1,0,0,53,48,0,0,18,0.602339181,1126,1,0,0,0.31,0,0,54.85,6,1.65,0
13,1,1,13,32,60,13,0,10,0.979166667,210,0,1,0,0.208333333,0,0,14.23076923,5,1.3077,0
5,3,1,0,8,4,0,0,5,0.5,31,1,0,0.944444444,0.6,0,0,5,1,0.2,0
33,1,3,14,77,488,3,0,17,0.927083333,702,1,0,0,0.196022727,0,0,19.90909091,25,2.8182,0
44,4,6,11,102,844,8,0,36,0.92749658,1083,0.882352941,0,0.575757576,0.259689922,1,1,23.22727273,16,1.9318,0
3,1,0,6,9,0,4,0,3,0.1875,101,0,2,0,1,0,0,30,1,0.6667,0
32,3,0,2,45,426,1,0,28,0.290322581,265,1,1,0.655172414,0.167155425,2,12,7.1875,2,1.125,0
4,2,0,9,18,0,2,0,4,0,507,1,0,0.666666667,0.5,1,1,125.25,3,0.75,0
14,2,0,9,57,0,0,0,13,0.769230769,511,1,1,0.773584906,0.846153846,0,0,35,2,1.5,0
14,1,0,3,29,13,0,0,11,0.759615385,453,1,2,0,0.365384615,0,0,30.78571429,6,2.3571,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,0,4,14,1,2,0,2,2,87,0,0,0,0.6,0,0,42.5,4,2,0
8,4,0,3,17,28,3,0,8,1.142857143,102,1,0,0.901639344,0.5,0,0,11.625,6,1.375,0
